wavenumber_cm1,absorbance
1631.0000,0.157381
1632.0000,0.126209
1633.0000,0.097679
1634.0000,0.071158
1635.0000,0.048103
1636.0000,0.029467
1637.0000,0.015640
1638.0000,0.006618
1639.0000,0.001931
1640.0000,0.000663
1641.0000,0.001450
1642.0000,0.002518
1643.0000,0.002719
1644.0000,0.002692
1645.0000,0.002731
1646.0000,0.002804
1647.0000,0.002851
1648.0000,0.002923
1649.0000,0.003017
1650.0000,0.003125
1651.0000,0.003250
1652.0000,0.003385
1653.0000,0.003525
1654.0000,0.003675
1655.0000,0.003829
1656.0000,0.003982
1657.0000,0.004154
1658.0000,0.004313
1659.0000,0.004485
1660.0000,0.004681
1661.0000,0.004913
1662.0000,0.005202
1663.0000,0.005537
1664.0000,0.005940
1665.0000,0.006409
1666.0000,0.006939
1667.0000,0.007507
1668.0000,0.008090
1669.0000,0.008698
1670.0000,0.009312
1671.0000,0.009947
1672.0000,0.010608
1673.0000,0.011279
1674.0000,0.011968
1675.0000,0.012682
1676.0000,0.013411
1677.0000,0.014145
1678.0000,0.014880
1679.0000,0.015608
1680.0000,0.016327
1681.0000,0.017076
1682.0000,0.017850
1683.0000,0.018660
1684.0000,0.019497
1685.0000,0.020416
1686.0000,0.021406
1687.0000,0.022496
1688.0000,0.023679
1689.0000,0.025014
1690.0000,0.026347
1691.0000,0.027564
1692.0000,0.028569
1693.0000,0.029302
1694.0000,0.029741
1695.0000,0.029939
